,S/N,Date/Day,1st,2nd,3rd,Starters,Starters,Starters,Starters,Starters,Starters,Starters,Starters,Starters,Starters,Consol,Consol,Consol,Consol,Consol,Consol,Consol,Consol,Consol,Consol
,2843,29 Sep 2018 (Sat),1490,4593,8883,5782,9417,0874,1490,3442,3782,4262,4882,5089,5282,1680,1983,4117,4119,4241,6413,7576,8429,9529,9976
,2844,30 Sep 2018 (Sun),1646,8122,3185,3048,3432,4659,5081,6080,6547,6857,9079,9618,0817,7662,9139,9209,0217,2323,3603,3689,4071,4092,5502
,2845,03 Oct 2018 (Wed),2824,3448,7174,0010,0111,0583,2899,4144,5113,6412,6524,9112,9395,1516,2804,2878,4401,4811,4856,4974,6918,7525,8083
,2846,06 Oct 2018 (Sat),1996,8449,7430,3488,4792,6576,6968,8125,8322,9242,0037,1403,2805,9945,0280,1632,1732,2065,2862,3433,3762,4242,4936
,2847,07 Oct 2018 (Sun),6616,5569,5330,3006,3291,3741,4601,5125,5488,5552,5713,7469,7636,2002,2751,6322,7337,7765,8969,9250,9881,0336,1647
,2848,10 Oct 2018 (Wed),8092,6727,7683,7913,8046,8359,9239,9313,1305,2098,3559,5351,5836,0175,1437,2167,2677,2792,2857,6359,6596,7248,8301
,2849,13 Oct 2018 (Sat),1433,1722,9909,0342,0379,1090,1797,4802,5126,5339,5355,5599,9727,5350,5491,5888,7862,8438,9568,1323,2549,3551,5077
,2850,14 Oct 2018 (Sun),5536,4198,5703,7294,7947,9965,0777,1029,2447,2615,2841,6437,6803,0204,1492,1892,2483,2863,3375,4771,4821,6857,8301
,2851,17 Oct 2018 (Wed),7600,7479,9897,0004,0102,0959,1084,1786,1825,4392,4551,5052,5875,5831,6309,7518,8178,0051,1736,2385,2662,2743,3612
,2852,20 Oct 2018 (Sat),0491,3883,7361,9895,0115,2362,3400,4202,4496,4988,5269,5419,8912,0207,1202,2726,3495,3739,5858,6962,7824,8432,9993
,2853,21 Oct 2018 (Sun),4949,0056,0794,5305,6401,7016,7271,7359,7614,9106,9270,1365,5226,9305,9381,0107,0647,0692,4974,5234,7390,7870,9136
,2854,24 Oct 2018 (Wed),2552,1448,3488,0448,2615,2948,4334,4908,4988,6067,6300,7302,7326,1291,2420,2769,4330,4425,7446,8103,8579,9660,0623
,2855,27 Oct 2018 (Sat),7222,3543,9514,4973,5091,7367,7435,7525,8415,0184,0513,3806,4144,0401,1272,2238,3451,3964,4317,4442,4799,9258,9419
,2856,28 Oct 2018 (Sun),3853,8498,6871,2567,2980,3967,5323,6377,6932,8282,8534,9912,9919,2058,4152,4187,5392,6584,8485,9957,0476,0830,2056
,2857,31 Oct 2018 (Wed),0728,3815,0523,5533,6107,8121,9375,0181,0815,1906,2544,3476,4362,1118,4021,4106,5221,5949,6071,6452,6475,7057,8351
,2858,03 Nov 2018 (Sat),3025,0589,7038,2821,3070,3523,4989,6682,7513,8311,8336,9166,9807,5807,6432,6569,8145,9196,0518,1408,3439,5090,5711
,2859,04 Nov 2018 (Sun),6051,9823,6174,7146,7966,1582,1724,2194,2582,3252,3809,4382,5947,0238,0331,0995,3018,3908,5691,5720,6554,8065,9522
,2860,07 Nov 2018 (Wed),4891,7269,9237,1989,2291,5698,6399,7468,7679,7803,8716,9040,1372,6758,7459,7708,1761,3526,3593,3772,6067,6166,6426
,2861,10 Nov 2018 (Sat),2296,0063,5295,1883,1999,2180,2202,4053,5092,5958,6869,8993,9949,0095,1057,2149,3224,3539,5704,6361,7448,7955,9180
,2862,11 Nov 2018 (Sun),3009,7167,9188,2910,4297,6088,6298,6840,8757,9693,0734,1671,2421,9924,0254,3245,5206,5588,5743,7034,7133,7918,9579
,2863,14 Nov 2018 (Wed),1899,3298,0067,0527,1217,1467,1744,3357,4542,4828,5637,7572,7594,3236,3592,3613,4794,5535,8255,9260,9269,0715,3167
,2864,17 Nov 2018 (Sat),9870,4503,4103,5821,9102,9111,9884,9974,0123,0629,1619,4252,4459,0644,2527,2635,2721,3077,4897,6268,6951,8635,9749
,2865,18 Nov 2018 (Sun),1721,4991,5975,1089,1971,2003,2517,2870,2885,3414,6241,8000,8457,5450,5674,5979,7187,8442,9176,1229,1365,3608,4941
,2866,21 Nov 2018 (Wed),6817,8725,2569,8104,8967,9231,0554,0598,2639,2910,3355,4089,5767,0590,2333,2653,4304,5716,5786,7248,8930,9628,9890
,2867,24 Nov 2018 (Sat),4542,3239,1884,0200,1256,1552,1601,2986,5012,5711,5999,6250,8917,8052,8634,9642,9946,0114,1895,6132,6833,7020,7511
,2868,25 Nov 2018 (Sun),2564,4390,4991,9735,0234,6041,6073,6367,6823,7004,8672,9092,9412,0293,1680,2155,2376,3568,3642,4362,5149,6363,6626
,2869,28 Nov 2018 (Wed),5865,0190,1528,1861,3274,4761,5592,6022,9101,9366,9971,0512,1693,6763,9178,1650,2523,2853,3424,4257,4469,5410,6759
,2870,01 Dec 2018 (Sat),1378,3364,8652,0287,1868,4150,4512,6914,7330,8103,8142,8322,9214,3496,4500,5384,5390,5512,5555,6292,7196,7400,1174
,2871,02 Dec 2018 (Sun),8904,1332,0245,5751,6201,6257,7331,8879,9948,1794,2153,3869,4013,0704,1055,3647,3961,6197,7090,7712,8051,9283,9381
,2872,05 Dec 2018 (Wed),9319,5166,4734,2344,2605,4639,5658,7306,7333,7664,8372,8499,9649,1936,3154,4195,4910,6299,6619,8836,0977,1052,1319
,2873,08 Dec 2018 (Sat),6909,6206,3291,4938,6981,8510,9435,0214,0300,2029,2772,4286,4936,0957,2535,3166,4765,5780,6794,7000,7442,7520,9979
,2874,09 Dec 2018 (Sun),8163,5334,9798,0114,0152,1708,2989,3065,3411,4123,7717,8888,9644,6941,7179,8781,9926,9930,0077,0158,3396,4912,6428
,2875,12 Dec 2018 (Wed),4910,2529,6347,9570,9817,1970,3032,3752,4651,4675,4885,7295,8542,1183,1740,1912,2011,2696,4262,7109,9125,9131,9340
,2876,15 Dec 2018 (Sat),9255,4412,7008,1256,2101,2801,3128,6649,8136,9103,9829,9841,1070,7511,8373,9765,1310,2486,4118,5037,6528,6830,7433
,2877,16 Dec 2018 (Sun),8704,9979,0369,0386,0416,0480,3089,4476,6006,6890,8618,9005,9622,0944,1445,2706,2868,3537,6772,7029,8175,8263,9229
,2878,19 Dec 2018 (Wed),3511,1891,8401,2038,4425,5552,6198,6392,8636,9880,0724,1603,1703,9823,0195,0303,1153,3491,4678,6642,6695,7135,8138
,2879,22 Dec 2018 (Sat),6677,0838,2487,0829,1451,1475,1790,2144,2504,3580,5467,7408,8686,1670,2133,5629,7871,8908,8916,9032,9609,0231,0737
,2880,23 Dec 2018 (Sun),1362,5413,4556,7561,8051,8709,9267,9427,1196,1238,2284,3563,7420,1145,1501,1588,1729,2755,3272,5024,6419,6603,8693
,2881,26 Dec 2018 (Wed),5947,0087,5259,0084,0619,0857,1308,1495,1751,2886,4640,6615,9879,5031,5129,6514,8310,9236,9744,0247,2863,4051,4935
,2882,29 Dec 2018 (Sat),6848,3551,2020,7478,8107,8424,0082,1073,4658,6782,7023,7253,7394,2028,3101,3706,3942,6006,6704,8026,8271,8691,8907
,2883,30 Dec 2018 (Sun),5891,8075,6716,0855,1852,3755,4811,5709,7067,7091,7612,9080,9565,6440,6969,9287,9329,0077,0162,5192,5213,5538,5630
,2884,02 Jan 2019 (Wed),7864,7273,2773,5107,0561,1200,1450,1944,3599,3697,4150,4511,4868,2228,2370,2795,3490,4176,5580,6475,7092,8851,9078
,2885,05 Jan 2019 (Sat),5845,5986,4900,9705,0733,1117,1348,3883,3917,4115,5506,6227,7592,1102,1368,3519,3746,3749,4516,4669,6004,6192,6796
,2886,06 Jan 2019 (Sun),0458,7211,8722,2661,2848,3955,6004,6015,6757,7327,9276,1980,2092,7489,7512,3245,3711,3735,4734,5166,5656,5673,6599
,2887,09 Jan 2019 (Wed),0249,5543,7404,3058,3373,3503,3521,5421,5452,5743,7565,7686,8868,0698,0961,1038,2073,4001,4292,6179,6818,9992,0001
,2888,12 Jan 2019 (Sat),2872,3818,4510,5176,6196,6590,7609,8307,9234,0726,1448,3489,4401,0986,1000,3452,3720,4467,5817,6774,6775,8410,9535
,2889,13 Jan 2019 (Sun),2729,7339,7757,1453,2168,2367,3424,3427,3626,5251,5783,7282,9033,1909,2446,2692,4872,6364,7369,8952,0209,0470,1298
,2890,16 Jan 2019 (Wed),1960,2754,4368,6701,7005,7869,9958,0033,3755,3922,4485,4560,4975,0603,1032,2940,3157,3377,6605,6869,8147,8581,8605
,2891,19 Jan 2019 (Sat),9603,4936,9016,0066,0157,0902,1547,2081,2661,3245,3530,3628,4736,3300,4942,5653,7448,8347,0958,1381,2321,2698,2909
,2892,20 Jan 2019 (Sun),2057,2916,2195,7715,9979,1439,1612,1909,2469,4607,5384,5515,6807,2099,3099,3831,4967,5216,7307,7586,7952,8175,8516
,2893,23 Jan 2019 (Wed),7039,2883,9268,2343,2806,4322,6351,7079,7179,7817,8972,9835,0439,5380,8160,8391,0438,1647,1711,2411,2918,3186,3196
,2894,26 Jan 2019 (Sat),5333,0171,4087,1208,1320,2686,3948,6600,7541,8652,9164,9534,9676,0078,0148,0170,1806,2119,4115,5456,6890,8194,9149
,2895,27 Jan 2019 (Sun),0949,1644,7876,3663,3708,4159,4531,6146,8630,9751,1832,3280,3342,8290,0874,1037,1157,2456,2899,3097,3817,5205,7346
,2896,30 Jan 2019 (Wed),8144,0136,6725,0737,1122,1942,3786,4060,4624,6074,6701,6871,7945,3634,4376,5837,6596,7122,7919,8114,9810,1608,2982
,2897,02 Feb 2019 (Sat),9674,8141,2652,5701,7523,7900,8560,9818,2189,2707,4871,4886,5102,0471,2829,3861,4931,6628,7269,8713,8890,9142,9730
,2898,03 Feb 2019 (Sun),1196,4081,9175,0422,1672,2127,2594,5320,5406,6777,6905,7715,8317,2706,4382,4943,4988,6496,7299,0149,0561,2103,2474
,2899,06 Feb 2019 (Wed),2397,2302,5772,6357,9058,9226,1176,2753,3484,3501,4960,5422,5726,3203,5136,5155,6668,7319,7662,9089,9576,9765,9920
,2900,09 Feb 2019 (Sat),5439,5427,9997,0161,0853,1453,1936,4652,5454,7038,7043,8800,9726,4826,8136,8225,8551,0358,1843,3197,3246,3641,3661
,2901,10 Feb 2019 (Sun),6094,8734,0740,8596,1273,1296,2929,3366,4183,4662,4977,5126,6059,0299,0840,1662,2141,3428,3479,4049,4225,7324,8405
,2902,13 Feb 2019 (Wed),5829,7390,3129,4271,6157,6457,6563,6760,7538,8233,8461,3974,4118,9012,9639,0789,2709,2795,2840,3830,4218,7376,8140
,2903,16 Feb 2019 (Sat),2748,7450,3247,0978,2170,3941,4423,5463,6857,7198,7932,9357,9901,2902,5019,5595,5781,6581,6674,8016,8378,9770,1784
,2904,17 Feb 2019 (Sun),3358,5828,2256,6320,6387,6810,8042,8883,9020,1363,2974,4165,4361,1485,3802,4257,5012,7762,8106,8446,8606,9229,9617
,2905,20 Feb 2019 (Wed),5088,4470,1844,0940,0959,1072,2538,3379,3680,3921,5713,7283,8193,5043,6864,6902,7725,7854,8344,9738,0752,3051,3516
,2906,23 Feb 2019 (Sat),3440,5127,9924,8648,8657,9212,9733,0261,5104,5249,5844,5892,7449,0307,1672,3407,3936,5471,5983,6728,9556,9884,9991
,2907,24 Feb 2019 (Sun),7202,5033,2514,0649,1094,2242,3080,4399,5144,6354,6532,6810,7244,3653,4120,6215,6859,8343,0190,0584,1089,1223,2223
,2908,27 Feb 2019 (Wed),4945,6031,5462,9562,9849,0291,4249,5475,6404,7421,8121,8339,9385,0081,1125,3442,3820,6176,6429,6923,7033,8021,9563
,2909,02 Mar 2019 (Sat),4743,2590,3032,3174,4238,4435,4579,5462,6082,6527,7572,8758,1606,5992,6324,8530,0696,1089,2019,2914,2914,2967,3211
,2910,03 Mar 2019 (Sun),4707,1867,0404,0441,1380,1475,2546,3092,6343,7908,8588,8849,9492,1326,1468,2364,3670,3889,4540,4582,6400,6772,8253
,2911,06 Mar 2019 (Wed),6489,6256,7205,3367,7539,7628,8305,8543,8593,8981,0651,1588,2958,9851,1998,3125,3857,4272,5365,7076,8337,8637,8782
,2912,09 Mar 2019 (Sat),4902,9802,5126,2040,2119,2262,3304,6601,6907,7110,7117,7930,8830,2053,4039,4239,6677,6728,6943,6963,8867,1301,1766
,2913,10 Mar 2019 (Sun),1586,7362,2477,7697,8500,8537,9025,9913,3132,3386,3817,4060,4321,0644,1676,2447,3174,5932,6687,8282,8756,9196,9665
,2914,13 Mar 2019 (Wed),9394,6602,4964,0442,1844,3791,4581,5187,5461,5493,5916,8357,9949,6194,7265,7531,7701,8303,9984,0973,1011,1218,2448
,2915,16 Mar 2019 (Sat),4055,1622,5596,8316,8767,8789,0002,0982,1257,3383,4232,4494,6866,0845,1136,1460,2466,2633,5178,5639,6849,7525,8282
,2916,17 Mar 2019 (Sun),9431,7264,6458,0684,1212,1734,4171,4318,5275,5328,6629,7752,8993,8632,8701,9279,9328,0411,0708,1245,2217,6962,7565
,2917,20 Mar 2019 (Wed),8063,5405,0019,9416,0848,2895,4851,5141,5352,5934,7821,8097,9073,0024,1161,2395,3488,6824,7676,7697,7898,8654,9603
,2918,23 Mar 2019 (Sat),6585,0055,0477,3193,4140,4206,4814,4973,7259,8192,8367,0341,3169,8524,9620,0140,0322,0821,3428,3449,3898,4730,7084
,2919,24 Mar 2019 (Sun),4781,6996,8442,0570,1006,4368,5173,5642,6449,6757,6917,7213,8500,0856,0871,2665,5428,5589,5595,6736,8735,9668,0111
,2920,27 Mar 2019 (Wed),8717,2596,1723,5155,5946,6193,6930,7300,8736,1423,1898,2461,4674,0694,1219,2224,3192,3804,3993,4862,9232,9867,9920
,2921,30 Mar 2019 (Sat),8862,3662,5873,0387,0720,0854,2511,3780,4113,8632,8756,9034,9375,1222,2342,3890,4875,7616,7853,8337,0517,0666,1135
,2922,31 Mar 2019 (Sun),4561,3537,4870,4692,5389,6815,9362,1696,2081,3211,3349,3696,4078,1157,1930,2840,4909,6344,8127,9058,9068,9151,9832
,2923,03 Apr 2019 (Wed),8321,4473,8147,0277,0877,1048,2175,3432,6764,7024,8608,8700,9464,6074,7289,8427,9363,9807,0160,0266,0661,4229,5532
,2924,06 Apr 2019 (Sat),1718,5494,3868,7322,8339,0650,0980,1819,3604,4384,4821,4978,5513,0669,2511,2941,2994,4138,5412,6686,7374,7947,8373
,2925,07 Apr 2019 (Sun),9664,0400,4816,2441,3863,4158,4512,6053,6523,8766,9692,9815,1156,8225,8596,9481,0921,1210,1618,2231,3034,3266,5590
,2926,10 Apr 2019 (Wed),4577,5376,3863,0505,0672,1963,3263,5065,5493,6025,6549,6715,9797,1611,1720,2246,2317,3506,4555,5133,6107,7241,7334
,2927,13 Apr 2019 (Sat),5028,7397,9428,3472,7676,7759,7847,8325,8812,8967,0542,1937,2736,7297,1738,1930,2132,2282,2364,3475,3488,4407,5263
,2928,14 Apr 2019 (Sun),8372,0968,8417,0103,0202,0287,0701,1603,3102,3456,4336,9398,9535,2315,2420,5621,6259,6827,6988,7446,9874,0840,2141
,2929,17 Apr 2019 (Wed),4473,2939,2756,5330,5522,6096,7569,8013,0522,1046,1100,4409,4717,1110,1537,1617,2203,2437,4692,4957,6717,8157,9907
,2930,20 Apr 2019 (Sat),1992,0127,1808,0280,0343,0765,3645,4324,4509,4711,5174,5919,8239,2635,4493,5924,7874,8575,9467,0020,0434,1414,2002
,2931,21 Apr 2019 (Sun),3329,5344,8096,6522,6786,8745,0501,0684,1049,1581,2522,5437,6125,1247,1309,1886,4304,4516,5430,6171,7468,9752,9921
,2932,24 Apr 2019 (Wed),1049,4319,8098,1346,1704,3266,3682,5169,6192,6769,9191,9383,9465,5938,8388,8573,8782,1440,2238,4826,4854,5142,5345
,2933,27 Apr 2019 (Sat),6429,6992,8755,9732,1109,1169,1609,2356,3975,4140,4594,6166,6297,0542,2958,3973,4184,4383,5596,6487,7564,8172,9828
,2934,28 Apr 2019 (Sun),7521,6292,1115,2860,5739,6097,6497,7165,7841,8216,9102,0302,2330,9506,9797,1138,1730,1937,2163,2221,3984,7115,9401
,2935,01 May 2019 (Wed),4852,1676,4986,2198,3728,3870,4015,4754,4776,5322,7444,7447,8134,1316,1754,1793,2665,3811,5704,6849,8523,8906,1192
,2936,04 May 2019 (Sat),8019,3066,7757,3955,5458,5911,7378,8059,8501,0240,0275,0987,3499,0513,2598,3521,3824,4474,5967,6196,8346,8733,9079
,2937,05 May 2019 (Sun),4468,5840,6069,1237,1852,3655,4927,5818,6045,8086,8137,8789,9525,5535,6497,6511,6684,7279,7441,7445,1091,2337,4985
,2938,08 May 2019 (Wed),8158,5907,7054,6848,7890,8308,8871,1709,1978,2978,3483,4139,5685,0274,0567,2362,2547,2871,2884,4477,6825,8190,9884
,2939,11 May 2019 (Sat),7205,2957,4527,0171,1633,4377,4897,6914,7223,7706,8056,8390,9890,7733,7956,8258,8365,9283,0155,1823,3472,5909,7503
,2940,12 May 2019 (Sun),5684,9359,5476,7460,7607,1025,1323,2219,4441,6095,6728,6854,6874,0067,0499,0600,1740,3598,3684,3920,5614,8424,9407
,2941,15 May 2019 (Wed),0680,1193,9921,1411,3676,4434,5614,6269,6608,9218,9439,9735,0902,5779,7742,9263,0541,0987,2199,2488,3576,4404,4612
,2942,18 May 2019 (Sat),3055,5338,3016,0456,0605,1369,1407,3431,4600,5882,9204,9311,9611,1994,2083,2437,4833,6027,6312,6393,6980,7582,9346
,2943,19 May 2019 (Sun),1203,0506,6975,3574,5094,5120,5706,6336,7414,9333,0885,3027,3167,8604,0268,0598,1402,1555,3128,3602,5444,7568,8280
,2944,22 May 2019 (Wed),9311,5125,2650,1217,1381,1960,3458,3461,3616,6061,6159,6796,9219,2329,2872,4582,5704,6645,6703,8050,8419,0387,2238
,2945,25 May 2019 (Sat),0703,2932,9538,4457,5027,5938,5961,9603,1515,2285,2930,3496,3821,0089,1193,1433,3788,4396,5129,6262,7566,8274,8603
,2946,26 May 2019 (Sun),4864,2732,2533,0903,2626,4628,4981,5741,6435,6566,9735,9802,9980,4831,5101,5752,5900,8587,9343,0144,0624,1042,4117
,2947,29 May 2019 (Wed),3032,2550,1786,6742,7187,9011,0099,0168,0447,1395,2464,3803,4497,0444,2461,3643,3887,4965,7190,7294,7379,7486,9533
,2948,01 Jun 2019 (Sat),9200,1627,9532,2804,2805,3200,3814,5858,7298,7429,7499,7823,9129,5895,6788,8959,9106,0428,0744,1784,3156,4496,5112
,2949,02 Jun 2019 (Sun),9431,2068,0635,9625,0061,0320,1281,2631,2698,3672,4029,4047,6438,1213,3505,4883,5195,6770,6971,8157,8747,9244,9381
,2950,05 Jun 2019 (Wed),8864,4748,3541,9954,0666,0741,4655,4928,5029,6511,6766,8627,9036,0318,1972,2413,2481,4953,5546,6737,7262,9288,9895
,2951,08 Jun 2019 (Sat),5856,2681,1016,3294,3799,5065,5493,6527,7746,7829,8058,1404,3065,9377,9973,0981,1033,1346,2048,2070,2171,4438,7830
,2952,09 Jun 2019 (Sun),8843,8161,3469,0290,1042,1579,4199,4754,7636,8578,8722,8890,9262,3881,4283,4956,6192,6940,7462,7710,8730,9835,1508
,2953,12 Jun 2019 (Wed),7382,1843,3097,7791,8019,8666,8726,8796,9163,0480,1249,5431,7541,0498,2311,3373,3937,4339,6989,7824,9301,9309,9882
,2954,15 Jun 2019 (Sat),8629,6280,5059,1386,1876,2647,2769,3350,3517,3869,5518,8029,9060,4053,5817,5818,6092,6255,8987,9667,0641,2244,2507
,2955,16 Jun 2019 (Sun),6174,9008,9114,7424,8388,8898,9497,0266,0687,0999,2089,6541,7279,1736,1880,3242,6101,6526,6765,7683,7695,9786,9888
,2956,19 Jun 2019 (Wed),5895,7340,5943,0256,1441,1801,1989,2344,4994,7194,7362,8686,9007,4923,5229,5991,7221,8492,0074,1203,1658,2867,3059
,2957,22 Jun 2019 (Sat),5449,3747,7925,8478,9492,0102,3116,5016,5366,5447,7155,8292,8429,0604,2047,2124,2232,5339,7056,7289,8102,9129,9684
,2958,23 Jun 2019 (Sun),8225,8035,8663,2967,3973,4749,4755,4762,6035,6621,7193,9024,0457,7169,7516,9691,0406,0876,1288,2708,3495,3854,4616
,2959,26 Jun 2019 (Wed),9671,9515,9701,1022,1540,1854,2040,2451,3658,5007,5033,6346,6379,1102,1545,2733,3896,4110,4641,8324,8947,9658,9771
,2960,29 Jun 2019 (Sat),5257,2726,0879,5319,5809,5830,7007,9037,9672,9686,3621,3733,5168,9781,2518,3151,3528,3705,4160,4541,5672,7941,9162
,2961,30 Jun 2019 (Sun),2854,2516,0223,0177,0226,0482,3035,3259,3700,5092,5309,9299,9456,2068,3587,3688,4114,4441,7459,7498,9475,0082,0570
,2962,03 Jul 2019 (Wed),5718,5662,4828,6672,7246,7778,8597,8988,1049,1756,5760,6034,6582,0877,1257,1810,2210,3225,3246,3588,8897,9509,9562
,2963,06 Jul 2019 (Sat),2676,9942,9465,0323,1666,2163,3837,5614,7016,8455,8675,9162,9733,5470,6201,8365,9028,9483,9891,0429,1333,2557,5105
,2964,07 Jul 2019 (Sun),4875,7021,2562,8689,9650,9785,3056,4247,4301,4740,7349,7772,8158,1437,2138,3900,4477,4604,4914,6781,7468,9064,9332
,2965,10 Jul 2019 (Wed),7857,8345,5872,0804,2977,3496,3820,4557,4870,5193,5730,7276,9585,6755,6864,8516,8847,3024,4457,4735,5228,5711,6031
,2966,13 Jul 2019 (Sat),2085,5548,3502,7848,0703,1402,1408,1599,1878,2635,4517,6024,6442,1266,1999,3749,3932,5262,5454,6742,7337,8866,9410
,2967,14 Jul 2019 (Sun),4294,7177,6128,2229,2334,2381,4920,5548,7277,9323,9733,1612,1877,6159,8038,1207,1237,1774,2347,2378,3861,3873,5545
,2968,17 Jul 2019 (Wed),4416,8774,1962,0587,1383,2129,3453,4735,8448,8624,8983,9719,9985,1725,1730,2231,2346,4389,6191,7339,7572,9014,1109
,2969,20 Jul 2019 (Sat),6535,9846,4086,2889,5906,6545,6947,8744,8745,0846,1751,2069,2339,0993,1219,1538,1909,2943,4042,7760,8121,9577,9591
,2970,21 Jul 2019 (Sun),0631,9195,1048,0615,2365,2887,4554,6422,6503,7200,7521,9054,9247,3248,3291,3773,5925,6331,6409,9152,0376,0494,2046
,2971,24 Jul 2019 (Wed),3873,5089,2795,5601,6440,8213,9225,0028,0690,1042,2328,3959,5314,0288,2201,3512,4141,5033,5383,5698,5778,5781,8435
,2972,27 Jul 2019 (Sat),8392,5738,5875,0025,2475,3724,4297,4837,4948,5166,7316,7957,9985,5986,8488,8817,9343,9803,2680,2980,3774,3807,4008
,2973,28 Jul 2019 (Sun),0619,7516,8697,8663,8830,0324,0555,1724,3029,3156,6078,6560,6990,1614,1708,2349,2445,3928,4847,7358,7898,8160,9546
,2974,31 Jul 2019 (Wed),1245,5720,2370,2203,4488,4620,4665,4916,5286,5934,6284,8729,0417,7511,7555,9032,0400,3292,3337,3454,3950,6517,6518
,2975,03 Aug 2019 (Sat),1244,2491,6258,1416,1964,4242,4270,6360,8402,8901,9271,9443,9822,0700,0826,1289,2856,3902,4682,5098,7713,8618,9686
,2976,04 Aug 2019 (Sun),6028,1936,6118,3238,4417,5206,6107,7213,7346,8148,0682,2159,2739,7719,0233,2000,3106,3443,3772,3902,4641,6103,6810
,2977,07 Aug 2019 (Wed),9082,0871,3897,0600,1189,2128,4100,5603,5910,5978,8039,8044,8765,2290,3340,3344,6223,6901,8179,9030,9928,1948,2184
,2978,10 Aug 2019 (Sat),6154,3016,2551,4334,6143,7276,9276,9491,0264,0831,1554,2789,3940,1651,1740,2453,3666,3788,4646,5602,6991,8043,8779
,2979,11 Aug 2019 (Sun),8744,0795,2499,1366,2597,2633,2979,4297,5349,7466,8762,8940,9334,2481,2583,3316,3360,7576,7921,0379,0871,1243,1899
,2980,14 Aug 2019 (Wed),1592,5023,5773,8815,9376,9514,0359,0829,3437,4705,6421,6468,7842,0167,0432,2000,4641,5121,8397,9243,9580,9760,9929
,2981,17 Aug 2019 (Sat),1443,7939,1051,0076,1049,1507,2222,4909,5523,6562,7371,8066,8956,5841,6643,6783,9499,0892,1162,4125,4392,4648,5586
,2982,18 Aug 2019 (Sun),1848,2048,3934,9821,0228,1117,1425,1594,1890,3614,4275,7030,8076,0944,1346,2239,2693,3351,3848,4496,4878,6783,8796
,2983,21 Aug 2019 (Wed),2404,3739,8614,2296,2506,4269,4735,4857,7450,8956,9585,0674,1109,9014,9367,0096,1086,1684,2740,7235,7787,7968,8603
,2984,24 Aug 2019 (Sat),6877,0600,5340,1280,2706,2928,3581,3981,4541,6739,7417,9213,9968,1456,2472,2682,3969,4137,4544,4636,8655,9533,1039
,2985,25 Aug 2019 (Sun),8252,4940,2871,4291,4335,8003,8099,9281,9864,1352,1775,3034,3403,3450,3852,4551,4953,5893,6189,7023,7493,8249,9910
,2986,28 Aug 2019 (Wed),2541,6761,4485,3190,4679,4999,5001,5367,6421,6494,7923,8808,9986,1617,2758,5844,5946,6242,7232,9077,0365,0686,1046
,2987,31 Aug 2019 (Sat),9270,4898,9442,4582,6710,7556,9056,0299,1920,1987,2052,2997,3138,0126,0973,1191,5054,5513,5722,5742,5872,6979,7033
,2988,01 Sep 2019 (Sun),6267,3958,2678,0913,1016,1592,5168,5421,6342,6570,6677,8576,9964,7840,8019,8332,9383,9551,1367,4394,5150,6974,7363
,2989,04 Sep 2019 (Wed),1691,0355,8859,9503,9713,0075,0651,0885,2939,5280,7801,8950,9391,1158,3270,3932,4772,5557,7462,8363,8614,9175,9636
,2990,07 Sep 2019 (Sat),1120,0291,3462,1823,3443,4533,4937,7631,8321,9001,9244,9414,1401,9205,9773,9857,1105,3091,3670,4494,5021,7469,9120
,2991,08 Sep 2019 (Sun),7708,0961,7442,0821,1955,2374,3456,5580,6781,7273,7843,8444,9057,0386,2325,2833,4916,5487,7254,7367,7510,7710,8646
,2992,11 Sep 2019 (Wed),1634,5878,4590,2508,3823,4718,5470,5669,6853,8421,1701,2070,2372,7995,0278,0638,2155,2737,6130,6197,6575,7341,7851
,2993,14 Sep 2019 (Sat),3636,2956,1507,0714,0786,3882,4146,4596,5959,6972,7013,9194,9214,2063,2072,2789,3526,4489,4594,5501,8644,0058,0616
,2994,15 Sep 2019 (Sun),4139,1929,4463,5211,6528,7792,9115,9763,2419,2569,2970,3049,4020,0311,0989,2201,3429,4418,6148,7888,8403,8663,9615
,2995,18 Sep 2019 (Wed),0474,0589,7746,1062,1530,2234,2766,3107,5649,6458,8747,9147,9426,4441,9104,9298,9593,9838,9963,1843,3600,4273,4432
,2996,21 Sep 2019 (Sat),4731,7591,5718,7442,8794,9994,2679,3520,4244,4445,4798,6311,7106,0572,3173,5455,5546,6347,6413,6852,7564,9364,9480
,2997,22 Sep 2019 (Sun),9738,8703,6051,0236,0846,3633,4276,4770,5473,5546,6749,7260,8551,6668,7683,9124,9257,0163,2522,2901,3690,5648,5849
,2998,25 Sep 2019 (Wed),3242,1330,7974,8878,1921,2535,3538,4738,4997,5807,6942,8252,8509,0223,0541,1915,2725,3133,3199,4147,7462,7868,8022
,2999,28 Sep 2019 (Sat),6104,7396,7523,2922,4516,5275,6720,7280,7280,7644,8403,0253,1265,8961,9140,0054,3818,3911,4033,5024,6543,6891,7511
,3000,29 Sep 2019 (Sun),3920,7518,8310,0593,1644,1727,3377,4436,5018,7489,8152,8902,9489,2506,2513,3131,4044,4632,6787,8124,8677,8687,0011
,3001,02 Oct 2019 (Wed),7047,0351,6970,7850,7978,8397,9011,9544,9836,4165,4424,6929,7287,0558,1801,3049,3505,4417,4834,5878,6295,7967,8420
,3002,05 Oct 2019 (Sat),6481,4049,7306,2148,2319,4069,4331,6953,7214,8080,8531,9814,9820,3730,4781,5372,6430,6771,9437,9643,1041,1303,1973
